-2.00000 , -0.00000 
-1.99000 , -3.94232 
-1.98000 , -4.11406 
-1.97000 , -3.93057 
-1.96000 , -3.82562 
-1.95000 , -3.88522 
-1.94000 , -3.91352 
-1.93000 , -3.83322 
-1.92000 , -3.77238 
-1.91000 , -3.79259 
-1.90000 , -3.79804 
-1.89000 , -3.73881 
-1.88000 , -3.69193 
-1.87000 , -3.69875 
-1.86000 , -3.69451 
-1.85000 , -3.64432 
-1.84000 , -3.60429 
-1.83000 , -3.60425 
-1.82000 , -3.59454 
-1.81000 , -3.54934 
-1.80000 , -3.51333 
-1.79000 , -3.50904 
-1.78000 , -3.49576 
-1.77000 , -3.45366 
-1.76000 , -3.42024 
-1.75000 , -3.41299 
-1.74000 , -3.39711 
-1.73000 , -3.35708 
-1.72000 , -3.32543 
-1.71000 , -3.31593 
-1.70000 , -3.29803 
-1.69000 , -3.25943 
-1.68000 , -3.22901 
-1.67000 , -3.21769 
-1.66000 , -3.19811 
-1.65000 , -3.16051 
-1.64000 , -3.13094 
-1.63000 , -3.11808 
-1.62000 , -3.09704 
-1.61000 , -3.06012 
-1.60000 , -3.03113 
-1.59000 , -3.01689 
-1.58000 , -2.99453 
-1.57000 , -2.95804 
-1.56000 , -2.92941 
-1.55000 , -2.91389 
-1.54000 , -2.89029 
-1.53000 , -2.85404 
-1.52000 , -2.82558 
-1.51000 , -2.80883 
-1.50000 , -2.78404 
-1.49000 , -2.74785 
-1.48000 , -2.71940 
-1.47000 , -2.70145 
-1.46000 , -2.67547 
-1.45000 , -2.63919 
-1.44000 , -2.61058 
-1.43000 , -2.59143 
-1.42000 , -2.56424 
-1.41000 , -2.52771 
-1.40000 , -2.49881 
-1.39000 , -2.47840 
-1.38000 , -2.44997 
-1.37000 , -2.41303 
-1.36000 , -2.38367 
-1.35000 , -2.36196 
-1.34000 , -2.33219 
-1.33000 , -2.29469 
-1.32000 , -2.26471 
-1.31000 , -2.24158 
-1.30000 , -2.21038 
-1.29000 , -2.17212 
-1.28000 , -2.14134 
-1.27000 , -2.11666 
-1.26000 , -2.08387 
-1.25000 , -2.04465 
-1.24000 , -2.01283 
-1.23000 , -1.98641 
-1.22000 , -1.95182 
-1.21000 , -1.91135 
-1.20000 , -1.87820 
-1.19000 , -1.84977 
-1.18000 , -1.81308 
-1.17000 , -1.77100 
-1.16000 , -1.73612 
-1.15000 , -1.70526 
-1.14000 , -1.66603 
-1.13000 , -1.62179 
-1.12000 , -1.58457 
-1.11000 , -1.55064 
-1.10000 , -1.50810 
-1.09000 , -1.46079 
-1.08000 , -1.42018 
-1.07000 , -1.38194 
-1.06000 , -1.33460 
-1.05000 , -1.28233 
-1.04000 , -1.23588 
-1.03000 , -1.19013 
-1.02000 , -1.13342 
-1.01000 , -1.06875 
-1.00000 , -0.99873 
-0.99000 , -0.93125 
-0.98000 , -0.86913 
-0.97000 , -0.80987 
-0.96000 , -0.76157 
-0.95000 , -0.71767 
-0.94000 , -0.66796 
-0.93000 , -0.61806 
-0.92000 , -0.57726 
-0.91000 , -0.53921 
-0.90000 , -0.49448 
-0.89000 , -0.44936 
-0.88000 , -0.41284 
-0.87000 , -0.37821 
-0.86000 , -0.33658 
-0.85000 , -0.29474 
-0.84000 , -0.26125 
-0.83000 , -0.22901 
-0.82000 , -0.18957 
-0.81000 , -0.15023 
-0.80000 , -0.11912 
-0.79000 , -0.08865 
-0.78000 , -0.05088 
-0.77000 , -0.01359 
-0.76000 , 0.01557 
-0.75000 , 0.04464 
-0.74000 , 0.08110 
-0.73000 , 0.11667 
-0.72000 , 0.14416 
-0.71000 , 0.17212 
-0.70000 , 0.20752 
-0.69000 , 0.24159 
-0.68000 , 0.26762 
-0.67000 , 0.29468 
-0.66000 , 0.32923 
-0.65000 , 0.36196 
-0.64000 , 0.38669 
-0.63000 , 0.41302 
-0.62000 , 0.44689 
-0.61000 , 0.47841 
-0.60000 , 0.50195 
-0.59000 , 0.52770 
-0.58000 , 0.56102 
-0.57000 , 0.59143 
-0.56000 , 0.61389 
-0.55000 , 0.63918 
-0.54000 , 0.67208 
-0.53000 , 0.70146 
-0.52000 , 0.72289 
-0.51000 , 0.74785 
-0.50000 , 0.78044 
-0.49000 , 0.80884 
-0.48000 , 0.82930 
-0.47000 , 0.85403 
-0.46000 , 0.88644 
-0.45000 , 0.91390 
-0.44000 , 0.93340 
-0.43000 , 0.95803 
-0.42000 , 0.99037 
-0.41000 , 1.01690 
-0.40000 , 1.03546 
-0.39000 , 1.06011 
-0.38000 , 1.09251 
-0.37000 , 1.11809 
-0.36000 , 1.13570 
-0.35000 , 1.16049 
-0.34000 , 1.19311 
-0.33000 , 1.21771 
-0.32000 , 1.23429 
-0.31000 , 1.25941 
-0.30000 , 1.29242 
-0.29000 , 1.31596 
-0.28000 , 1.33141 
-0.27000 , 1.35706 
-0.26000 , 1.39070 
-0.25000 , 1.41302 
-0.24000 , 1.42716 
-0.23000 , 1.45362 
-0.22000 , 1.48824 
-0.21000 , 1.50909 
-0.20000 , 1.52157 
-0.19000 , 1.54929 
-0.18000 , 1.58542 
-0.17000 , 1.60432 
-0.16000 , 1.61453 
-0.15000 , 1.64423 
-0.14000 , 1.68283 
-0.13000 , 1.69887 
-0.12000 , 1.70552 
-0.11000 , 1.73864 
-0.10000 , 1.78177 
-0.09000 , 1.79284 
-0.08000 , 1.79268 
-0.07000 , 1.83280 
-0.06000 , 1.88648 
-0.05000 , 1.88604 
-0.04000 , 1.86610 
-0.03000 , 1.92830 
-0.02000 , 2.03362 
-0.01000 , 1.96138 
0.00000 , -0.00000 
0.01000 , -1.96138 
0.02000 , -2.03362 
0.03000 , -1.92830 
0.04000 , -1.86610 
0.05000 , -1.88604 
0.06000 , -1.88648 
0.07000 , -1.83280 
0.08000 , -1.79268 
0.09000 , -1.79284 
0.10000 , -1.78177 
0.11000 , -1.73864 
0.12000 , -1.70552 
0.13000 , -1.69887 
0.14000 , -1.68283 
0.15000 , -1.64423 
0.16000 , -1.61453 
0.17000 , -1.60432 
0.18000 , -1.58542 
0.19000 , -1.54929 
0.20000 , -1.52157 
0.21000 , -1.50909 
0.22000 , -1.48824 
0.23000 , -1.45362 
0.24000 , -1.42716 
0.25000 , -1.41302 
0.26000 , -1.39070 
0.27000 , -1.35706 
0.28000 , -1.33141 
0.29000 , -1.31596 
0.30000 , -1.29242 
0.31000 , -1.25941 
0.32000 , -1.23429 
0.33000 , -1.21771 
0.34000 , -1.19311 
0.35000 , -1.16049 
0.36000 , -1.13570 
0.37000 , -1.11809 
0.38000 , -1.09251 
0.39000 , -1.06011 
0.40000 , -1.03546 
0.41000 , -1.01690 
0.42000 , -0.99037 
0.43000 , -0.95803 
0.44000 , -0.93340 
0.45000 , -0.91390 
0.46000 , -0.88644 
0.47000 , -0.85403 
0.48000 , -0.82930 
0.49000 , -0.80884 
0.50000 , -0.78044 
0.51000 , -0.74785 
0.52000 , -0.72289 
0.53000 , -0.70146 
0.54000 , -0.67208 
0.55000 , -0.63918 
0.56000 , -0.61389 
0.57000 , -0.59143 
0.58000 , -0.56102 
0.59000 , -0.52770 
0.60000 , -0.50195 
0.61000 , -0.47841 
0.62000 , -0.44689 
0.63000 , -0.41302 
0.64000 , -0.38669 
0.65000 , -0.36196 
0.66000 , -0.32923 
0.67000 , -0.29468 
0.68000 , -0.26762 
0.69000 , -0.24159 
0.70000 , -0.20752 
0.71000 , -0.17212 
0.72000 , -0.14416 
0.73000 , -0.11667 
0.74000 , -0.08110 
0.75000 , -0.04464 
0.76000 , -0.01557 
0.77000 , 0.01359 
0.78000 , 0.05088 
0.79000 , 0.08865 
0.80000 , 0.11912 
0.81000 , 0.15023 
0.82000 , 0.18957 
0.83000 , 0.22901 
0.84000 , 0.26125 
0.85000 , 0.29474 
0.86000 , 0.33658 
0.87000 , 0.37821 
0.88000 , 0.41284 
0.89000 , 0.44936 
0.90000 , 0.49448 
0.91000 , 0.53921 
0.92000 , 0.57726 
0.93000 , 0.61806 
0.94000 , 0.66796 
0.95000 , 0.71767 
0.96000 , 0.76157 
0.97000 , 0.80987 
0.98000 , 0.86913 
0.99000 , 0.93125 
1.00000 , 0.99873 
1.01000 , 1.06875 
1.02000 , 1.13342 
1.03000 , 1.19013 
1.04000 , 1.23588 
1.05000 , 1.28233 
1.06000 , 1.33460 
1.07000 , 1.38194 
1.08000 , 1.42018 
1.09000 , 1.46079 
1.10000 , 1.50810 
1.11000 , 1.55064 
1.12000 , 1.58457 
1.13000 , 1.62179 
1.14000 , 1.66603 
1.15000 , 1.70526 
1.16000 , 1.73612 
1.17000 , 1.77100 
1.18000 , 1.81308 
1.19000 , 1.84977 
1.20000 , 1.87820 
1.21000 , 1.91135 
1.22000 , 1.95182 
1.23000 , 1.98641 
1.24000 , 2.01283 
1.25000 , 2.04465 
1.26000 , 2.08387 
1.27000 , 2.11666 
1.28000 , 2.14134 
1.29000 , 2.17212 
1.30000 , 2.21038 
1.31000 , 2.24158 
1.32000 , 2.26471 
1.33000 , 2.29469 
1.34000 , 2.33219 
1.35000 , 2.36196 
1.36000 , 2.38367 
1.37000 , 2.41303 
1.38000 , 2.44997 
1.39000 , 2.47840 
1.40000 , 2.49881 
1.41000 , 2.52771 
1.42000 , 2.56424 
1.43000 , 2.59143 
1.44000 , 2.61058 
1.45000 , 2.63919 
1.46000 , 2.67547 
1.47000 , 2.70145 
1.48000 , 2.71940 
1.49000 , 2.74785 
1.50000 , 2.78404 
1.51000 , 2.80883 
1.52000 , 2.82558 
1.53000 , 2.85404 
1.54000 , 2.89029 
1.55000 , 2.91389 
1.56000 , 2.92941 
1.57000 , 2.95804 
1.58000 , 2.99453 
1.59000 , 3.01689 
1.60000 , 3.03113 
1.61000 , 3.06012 
1.62000 , 3.09704 
1.63000 , 3.11808 
1.64000 , 3.13094 
1.65000 , 3.16051 
1.66000 , 3.19811 
1.67000 , 3.21769 
1.68000 , 3.22901 
1.69000 , 3.25943 
1.70000 , 3.29803 
1.71000 , 3.31593 
1.72000 , 3.32543 
1.73000 , 3.35708 
1.74000 , 3.39711 
1.75000 , 3.41299 
1.76000 , 3.42024 
1.77000 , 3.45366 
1.78000 , 3.49576 
1.79000 , 3.50904 
1.80000 , 3.51333 
1.81000 , 3.54934 
1.82000 , 3.59454 
1.83000 , 3.60425 
1.84000 , 3.60429 
1.85000 , 3.64432 
1.86000 , 3.69451 
1.87000 , 3.69875 
1.88000 , 3.69193 
1.89000 , 3.73881 
1.90000 , 3.79804 
1.91000 , 3.79259 
1.92000 , 3.77238 
1.93000 , 3.83322 
1.94000 , 3.91352 
1.95000 , 3.88522 
1.96000 , 3.82562 
1.97000 , 3.93057 
1.98000 , 4.11406 
1.99000 , 3.94232 
2.00000 , -0.00000 
